Subject,Count
electronics - microelectronics,2
problèmes et exercices,2
automated,2
database management - database mining,2
computers / information storage & retrieval,2
computer bks - data base management,2
career & trade -> computer science -> database management,2
computers - data base management,2
computer books: internet general,2
analog electronic systems,2
web-intelligent-system,2
spieltheorie,2
linguistische datenverarbeitung,2
weights and measures,2
mouvement,2
predictive control,2
constraint,2
statistical analysis,2
gestion du risque,2
sinclair zx spectrum (computer),2
chimie,2
chemical models,2
helicopters,2
szenenanalyse,2
linear integrated circuits,2
business & economics / accounting / general,2
botany,2
evolutionary robotics,2
inventory control,2
système multi-agents,2
philosophy and science,2
machine vision,2
compiling (electronic computers),2
blackboard systems (computer programs),2
award:hugo_award=1986,2
ficción,2
psychology / general,2
computers / internet / general,2
business & economics / business ethics,2
employment forecasting,2
personnel,2
secrets,1
hermanos,1
maniobras de guerra,1
schnittstelle,1
interfaces (informatique),1
vax/vms (computer operating system),1
ethical problems,1
problèmes moraux,1
itelligence artificielle,1
moraal,1
istanbul roundtable on development: the human dimension (1985 : istanbul,1
turkey) unbisn,1
textual criticism,1
wapens (krijgskunde),1
krijgskunde,1
stratégie,1
armements,1
pensee,1
social adjustment,1
participants,1
statistical data,1
primary education,1
science and technology,1
technical cooperation among developing countries,1
asean,1
inter-american development bank,1
poverty,1
women in development,1
primary health care,1
technological change,1
economic cooperation among developing countries,1
private sector,1
north-south relations,1
non-governmental organizations,1
benin,1
jamaica,1
jordan,1
human resources,1
singapore,1
republic of korea,1
turkey,1
least developed countries,1
receivers and reception,1
radio detectors,1
international conference on web and semantic technology,1
international conference on wireless and mobile networks,1
international conference on networks and communications,1
communications software,1
reconstruction d'image,1
animal mechanics,1
geospatial data,1
verkehr,1
communication and traffic,1
strukturoptimierung,1
suchverfahren,1
nonlinear programming,1
parole,1
systèmes de traitement de la,1
reification,1
deklaratives wissen,1
oil fields,1
radio logicielle,1
technology & engineering / power resources / electrical,1
vector spaces,1
file organization (computer science),1
softwarepark hagenberg,1
olfaktometrie,1
chemischer sensor,1
biosignalverarbeitung,1
computerkunst,1
kalligraphie,1
digital art,1
analog-to-digital converters,1
electronic analog computers,1
aal-technik,1
paralleler algorithmus,1
verteilter algorithmus,1
clifford algebras,1
symmetry (mathematics),1
toads,1
frogs,1
inteligência artificial (congressos),1
fuzzy rough,1
fuzzy set,1
membership function,1
fuzzy variable,1
portfolio selection,1
optimierungsproblem,1
classification automatique,1
automatic classification,1
decision,1
max,1
function,1
variable,1
theorem,1
fuzzy random,1
multiple objective,1
objective decision,1
crime prevention,1
tensoranalysis,1
computer supported cooperative work,1
fuzzy,1
model,1
random,1
objective,1
solution,1
sci23001,1
3205,1
sci22021,1
4777,1
career & trade -> computer science -> image processing,1
functional analysis,1
linguistic research,1
school management and organization,1
popular science,1
interdisciplinary approach in education,1
mathematics in art and architecture,1
commercial products,1
implants,1
business & economics -> mis -> management information systems,1
career & trade -> computer science -> data processing,1
sc522000,1
argument analysis,1
argument evaluation,1
argument layout,1
philosophy / epistemology,1
philosophy-logic,1
time-domain analysis,1
time factors,1
popular science in nature and environment,1
com000000,1
crime & mystery,1
south america,1
geography (general),1
nanotechnology and microengineering,1
tremor,1
arm,1
argument,1
friendship -- fiction,1
computers. 0,1
management/business for professionals,1
kennismanagement,1
organisatieontwikkeling,1
communicatie,1
human resources - intellectual,1
capital & knowledge management,1
1932-,1
hippocampus,1
neural transmission,1
hippocampus (brain),1
affect (psychology) -- computer simulation,1
berlin (germany),1
drug development,1
autonomous vehicles -- fiction,1
nyt:hardcover-fiction=2019-05-26,1
fiction / short stories (single author),1
stil,1
künste,1
control rooms,1
nuclear facilities,1
searle,1
john r.,1
mobile communication systems in education,1
borel sets,1
student-centered learning,1
tactile sensors,1
practical reason,1
individual photographer,1
deep mind,1
cartography,1
generierung,1
style,1
merkmalsextraktion,1
industrial safety,1
organizational innovation,1
business strategy,1
fuzzy expert systems,1
general education,1
war in mass media,1
learning & instruction,1
bipedalism,1
retail trade,1
calibration,1
biography & memoir,1
nyt:hardcover-graphic-books=2016-04-10,1
specifications,1
extraterrestrial life,1
simulation hypothesis,1
thought experiments,1
automotive sensors,1
turing-maschine,1
turing-system,1
war in literature,1
armed forces and mass media,1
management - general & miscellaneous,1
media & communications,1
wirtschaft,1
wirtschaftssoziologie,1
wirtschaftssystem,1
the anthropic principle,1
bayes's theorem,1
doomsday,1
5740,1
orthopedics,1
virginia,1
document imaging systems,1
society & social sciences,1
end-user computing,1
congregate housing,1
telecommunication in medicine,1
industrial chemistry/chemical engineering,1
fantasy in art,1
20th century,1
video installations (art),1
image quality,1
ethische aspecten,1
career & trade -> computer science -> expert systems,1
sci13030,1
activities of daily living,1
medicine & public health,1
measurement science and instrumentation,1
engineering fluid dynamics,1
budget,1
rate of return,1
loads (mechanics),1
strains and stresses,1
coexistence of species,1
german science fiction,1
online dispute resolution,1
mediation,1
electronic data processing documentation,1
perl (computer program language),1
groupware (computer software),1
death & dying,1
grafische methoden,1
informatiedragers,1
allocatie,1
prijsvorming,1
consumers' preferences,1
revealed preference theory,1
representations of algebras,1
mathématiques floues,1
handicapped aids,1
home computing,1
medical information systems,1
protocols,1
wide area networks,1
engineering - general & miscellaneous,1
encyclopedias and dictionaries,1
methode van bayes,1
protocoles de réseaux d'ordinateurs,1
utilisateurs,1
divertissement informatique,1
télémédecine,1
personal care homes,1
assisted living,1
cyber-physical systems,1
ethical aspects,1
telemedicine,1
ambulatory monitoring,1
wireless technology,1
independent living,1
assisted living facilities,1
remote consultation,1
intelligence ambiante,1
habitat collectif,1
complementary,1
psychological effects,1
partitions (mathematics),1
computational fluid dynamics,1
flow distribution,1
flow geometry,1
grid generation (mathematics),1
space station freedom,1
percepção,1
experimental,1
stratigraphic,1
cambrian,1
observers (control theory),1
complementary metal oxide semiconductors,1
metal oxide semiconductors (mos),1
co,1
computers & internet / computer science,1
affirmations,1
personal growth - success,1
motor activity,1
percepcʹao,1
cognicʹao,1
cognição,1
inteligência,1
quantifiers,1
conducting polymers,1
polymers,1
uncertainty (communication theory),1
electric substations,1
electric power distribution,1
off-road vehicles,1
keyword searching,1
confidential communications,1
parallel kinematic machines,1
adaptronik,1
parallelstruktur <maschinenbau>,1
softwarearchitektur,1
parallelroboter,1
explorative datenanalyse,1
kritik,1
computable functions,1
hoger onderwijs,1
enseignement superieur,1
studium,1
indo-iranian philology,1
multidisciplinary design optimization,1
atheists,1
christian,1
library automation,1
theorie des systemes,1
qa76.76.e95 c374 1996,1
006.3/3,1
object-oriented programming (oop),1
medicine (specific aspects),1
electrophysiology,1
réseaux neuronaux,1
downlinking,1
international space station,1
monitors,1
vibration measurement,1
financial risk management,1
online systems,1
bibliotheekautomatisering,1
veranderingsprocessen,1
empirische methoden,1
statistik,1
production & quality control management,1
intelligent processing systems,1
congresss,1
schematism (philosophy),1
apprentissage de concepts,1
jean piaget,1
finalite,1
teleologie,1
memory maps (computer science),1
psychological aspects of storytelling,1
art de conter,1
teilmenge,1
physics of time,1
empirische forschung,1
international economic & trade law,1
business law,1
cardiovascular models,1
deskundigheid,1
herz,1
sequenzszintigramm,1
education / administration / general,1
weltraum,1
cultuur,1
operating systems & graphical user interfaces (guis),1
computer operating systems,1
functionele programmering,1
marvin lee,1
1927-,1
law and economics,1
droit et économie politique,1
méthodes,1
modèles neurologiques,1
hersenen,1
modèles,1
réseaux neuronaux (physiologie),1
intelligent & automated transport system technology,1
transport industries,1
transportation engineering (general),1
applied physics,1
minsky,1
home improvement / construction,1
computers-general,1
house & home / plumbing,1
construction - general,1
physiologie,1
simulation ordinateur,1
médias,1
identité numérique,1
social skills,1
medical philosophy,1
medvetandet,1
kognitiv psykologi,1
bf431 .c47 1988,1
litrpg,1
schématisme (philosophie),1
schema,1
building construction & materials,1
do-it-yourself - plumbing,1
building security,1
circuits intégrés,1
applications en ingénierie,1
islam,1
backpropagation,1
computers / computer architecture,1
interface circuits,1
samuil petrovitch (fictitious character),1
biographical methods,1
futures,1
future life -- fiction,1
metaphysical science fiction,1
set-valued maps,1
differential inclusions,1
fermi national accelerator laboratory,1
biologen,1
natuurkundigen,1
quality of life,1
context effects (psychology),1
training algorithms,1
miscellaneous items,1
computacao aplicada,1
internal security,1
body,1
exploration & discovery,1
juvenile fiction / historical / exploration & discovery,1
juvenile fiction / action & adventure / survival stories,1
juvenile fiction / concepts / body,1
interactive television,1
virtual reality in literature,1
q335 .h394 1999,1
003/.5,1
biological cybernetics,1
biomedical cybernetics,1
neurocybernetics,1
parallel processing (election computer),1
united states. national security agency,1
personality and social psychology,1
personality (law),1
image (philosophy),1
starlogo (computer program language),1
starlogo (langage de programmation),1
logo,1
analyse de,1
ondernemingen,1
nyt:hardcover-fiction=2014-06-01,1
reseaux neuronaux,1
genetic programming (computer,1
endlichkeit,1
infinite processes,1
the finite,1
processes,1
théorie de l',1
st. cloud state university,1
job shops,1
search theory,1
ge ome trie,1
enseignement mathe matique,1
enseignement mathématique,1
géométrie,1
dystopian science fiction,1
javascript,1
mentifex,1
cell phones,1
foveon (firm),1
error correcting codes,1
fault tolerance,1
theses,1
perception modele,1
demonstration theoreme,1
resolution probleme,1
civilisation,1
brokers,1
online stockbrokers,1
q335 .b377 2013,1
com004000 com079010,1
cybernetics--trends,1
neurosciences--social aspects,1
technology--social aspects,1
t14.5 .c58 2003,1
2005 m-825,1
q 310 c592n 2003,1
ai source code,1
traitement parallele,1
orbits,1
developmental neurobiology,1
laboratory techniques and procedures,1
cosmologie,1
interazione uomo-elaboratore,1
intelligenza artificiale - aspetti sociali,1
tecnologia - aspetti sociali,1
technology--trends,1
logo (langage de programmation),1
qa76.58 .r47 1991,1
003/.7,1
modèles d'information,1
prestation de soins,1
special operations (military science),1
california,1
comets,1
wasserkraft,1
wasserkreislauf,1
wasserkraftanlage,1
erdölindustrie,1
erdöl,1
erdölpolitik,1
erdölwirtschaft,1
erdölgewinnung,1
landwirtschaft,1
landwirtschaftsentwicklung,1
umweltschutz,1
umweltpolitik,1
umweltverschmutzung,1
umweltethik,1
umweltbewusstsein,1
wasserkraftwerk,1
budgeting & financial management,1
financial economics (general),1
puzzles,1
reading level-grade 6,1
quality of health care,1
case reports,1
conception participative (conception de systèmes),1
permakultur,1
hallucinogenic drugs,1
south africa,1
hallucinogènes,1
african american,1
folk tales,1
legends & mythology,1
contemporary,1
brains,1
windkraft,1
atomkraft,1
ökosystem,1
ökologie,1
ökologisches gleichgewicht,1
ökosteuer,1
artensterben,1
kohlenbergbau,1
formalisme,1
architecture des ordinateurs,1
computer aided design (cad),1
business & management,1
computer books: spreadsheets,1
système adaptatif,1
computersimulaties,1
windkraftwerk,1
nanotechnologies,1
58.30 biotechnology,1
genetique,1
evolutionary biology,1
wissenschaftlich-technischer fortschritt,1
uncertainty (information theor,1
insect societies,1
symbolische logica,1
erdölgeologie,1
théorie évolution,1
alex hawke (fictitious character),1
weapons of mass destruction,1
nyt:hardcover-fiction=2012-04-08,1
alex hawke (fictional character),1
wissensraumtheorie,1
développement humain,1
bündnis 90/die grünen,1
grüne revolution,1
politische ökologie,1
ökologische bewegung,1
biologische landwirtschaft,1
biologische ernährung,1
biologischer garten,1
biologische kosmetik,1
3185,1
5427,1
theory of computing,1
data modeling,1
fuzzy engineering,1
information diffusion,1
information processing,1
knowledge modeling,1
stochastics,1
probability & statistics - general,1
science / physics,1
bases de données relationnelles,1
trades & technology -> technology & engineering -> automation,1
trades & technology -> technology & engineering -> general,1
sct19000,1
sct11014,1
klima,1
klimaschutz,1
umwelt- & klimaschutz,1
klimawandel,1
lützerath,1
user requirements,1
space laboratories,1
systems integration,1
kongre©,1
cognition. 0,1
students,1
college yearbooks,1
hamilton college (clinton,1
n.y.),1
usage guides,1
natural language processing (c,1
advertising & promotion,1
marketing - general,1
artificial insemination,1
klassifikation,1
invariante,1
feed forward control,1
feedforward control,1
nichtmonotone logik,1
visuele waarneming,1
american cooking,1
handlung,1
bildungswesen,1
onderwijstechnologie,1
sales & marketing,1
decision support systems for business,1
marketing management,1
technologie et civilisation,1
technologiepolitik,1
bionica,1
androïden,1
psychophysics,1
finanzwirtschaft,1
54.73 computer graphics,1
54.74 pattern recognition,1
optical character recognition (ocr),1
scanning systems,1
optical character recognition,1
mathematics in nature,1
amstrad cpc464 (computer),1
pression artérielle,1
drug therapy,1
geprogrammeerde toediening,1
com004000,1
cs.cmp_sc.cmp_sc,1
kommunikationssystem,1
material science,1
distributed software,1
welding robots,1
world wide web (www),1
science / technology,1
responsabilité sociale,1
freedom of speech,1
engineering economics,1
interaction design,1
wap (wireless) technology,1
communications engineering / telecommunications,1
computer assisted decision making,1
computer assisted diagnosis,1
reputation (law),1
examination of witnesses,1
cross-examination,1
graphic novels - general,1
comics & graphic novels - superheroes,1
children: young adult (gr. 7-9),1
comics & graphic novels / general,1
social responsibility of business,1
transport aircraft,1
air force,1
computer skills,1
asian americans,1
social science / ethnic studies / asian american studies,1
it & communications law,1
environment law,1
international law,1
top,1
chef,1
planification base cas,1
planungsprozess,1
modula-2 (computer program language),1
engineers,1
flight crews,1
tasks,1
spacecraft control,1
interface langage naturel,1
compréhension texte,1
compréhension parole,1
ldl (computer program language),1
ldl (langage de programmation),1
ldl,1
fonction memoire,1
regulation,1
controlesystemen,1
biomedisch onderzoek,1
anesthesia,1
anesthésie,1
imagery (psychology),1
man machine systems,1
space shuttles,1
research design,1
biological anthropology,1
nonclassical mathematical logi,1
déredec,1
university of toronto. dept. of french,1
french literature,1
university of toronto,1
university of toronto. -- dept. of french -- history.,1
traffic,1
web personalization,1
personnalisation,1
dating (social customs),1
mate selection,1
science / life sciences / evolution,1
digital humanities,1
russia (federation),1
sports and state,1
fiction / family life,1
fiction / political,1
geographical myths,1
workflow,1
internet gambling,1
management planning,1
dictionaries of quotations,1
constitutional & administrative law,1
social forecasting,1
environmental law,1
law / environmental,1
civil-military relations,1
social conflict,1
social classes,1
women baseball players,1
computers-general info,1
computers / programming / software development,1
computers : programming - software development,1
collections,1
single-handed sailing,1
literary criticism / science fiction & fantasy,1
dick,1
philip k.,1
sustainable urban development,1
urbanisation,1
urbanisme durable,1
science / earth sciences / geography,1
educational equipment & technology,1
computer-aided learning (calif.),1
software reengineering,1
constraint programming (comput,1
conception de produit,1
community colleges,1
intelligent networks,1
radio networks,1
telecommunication computing,1
modern architecture,1
action-adventure,1
urbanization,1
french language -- study and teaching (higher) -- ontario -- toronto.,1
french literature -- study and teaching (higher) -- ontario -- toronto.,1
disease management,1
gestion thérapeutique,1
méthodes statistiques,1
manufactures,1
product design,1
designers,1
marx,1
karl,1
1818-1883,1
differential geometry,1
adoption,1
human services,1
services sociaux,1
administration publique (science),1
funktion <mathematik>,1
computação gráfica,1
on-line systems,1
deep learning (machine learning),1
industriebetrieb,1
q335 .g67 1990,1
information storage,1
information retrieval services,1
capturing,1
cinematography,1
optics and electrodynamics,1
rock music,1
discotheques,1
prediction (psychology),1
neuro-fuzzy-system,1
reconhecimento de padrões,1
1928-1982,1
kalibrieren <messtechnik>,1
bewegtes bild,1
3-d films,1
rendering,1
digital cinematography,1
mehrkamerasystem,1
dreidimensionales video,1
telecommunication in education,1
prometheus (computer science),1
prometheus (computer file),1
boppers (computer file),1
spin glasses,1
neural receptors,1
sneps (computer program language),1
datentyp,1
pythagorean theorem,1
intelligence collective,1
radiosurgery,1
respiration,1
q335 .p657 1997,1
labor laws and legislation,1
managaement,1
solar system,1
integrated services digital networks,1
human computation,1
behavioral assessment,1
insurgency,1
children of heads of state,1
kings and rulers,1
dialogue,1
cellular signal transduction,1
markov chains,1
biologie moléculaire,1
biology & life sciences,1
computers - general & miscellaneous,1
mathematical modeling,1
business education,1
artificial intelligence in motion pictures,1
psychoanalysis and motion pictures,1
electronic warfare,1
acoustooptical devices,1
mechanical engineering (general),1
component object model,1
mental performance,1
three dimensional bodies,1
negotiable instruments,1
computer simulation -- congresses,1
reynolds,1
ali (fictitious character),1
women sleuths,1
electronic funds transfers,1
bitcoin,1
biophysics and biological physics,1
ethnomusicology,1
postal service,1
social science / human services,1
business & economics / industries / media & communications,1
business & economics / industries / computers & information technology,1
chômage technologique,1
arbeitsbedingungen,1
ali reynolds (fictitious character),1
women private investigators,1
private investigators,1
mehrsortige prädikatenlogik,1
prädikatenlogik,1
sorte,1
sortierverfahren,1
classifying,1
astronomy,1
modality (theory of knowledge),1
landscape/regional and urban planning,1
soziales system,1
corporate turnarounds,1
systèmes bio-inspirés (informatique),1
mathematics / logic,1
robots mobiles,1
nucleotides,1
psychology / cognitive psychology & cognition,1
religion,1
wissenssoziologie,1
kennissociologie,1
sociologie,1
opbouwwerk,1
errors,1
problem solving in children,1
psychological aspects of subtraction,1
subtraction,1
neuronale netze,1
prisoners,1
women travelers,1
women historians,1
interplanetary travel,1
women archaeologists,1
sistemas expertos (informática),1
sociología del conocimiento,1
cataloging of computer network resources,1
cataloguing of computer network resources,1
information electronique,1
developpement,1
catalogage,1
computers-management information systems,1
evolutionary algorithms,1
evolutionäre alorithmen,1
control structures and microprogramming,1
testing and evaluation assessment,1
bio-informatica,1
biocomputer,1
process philosophy,1
person,1
theologische anthropologie,1
allgemeinwissen,1
babylon (computer program),1
counseling,1
psychotherapy,1
sjukvårdsutrustning,1
medicinsk teknik,1
social service,1
social justice,1
electronic discovery (law),1
réalité augmentée,1
qualitative,1
artificial intelligence--biological applications,1
qh324.25 .k44 2005,1
2005 j-544,1
qu 26.5 k26i 2005,1
570/.285,1
fieldwork,1
secularism,1
life expectancy,1
religion and medicine,1
cryopreservation,1
word-of-mouth advertising,1
customer relations,1
bouche-à-oreille (publicité),1
relations avec la clientèle,1
évaluation connaissance,1
parallel algorithms,1
interface utilisateur,1
repérage de l'information,1
interaction homme-machine,1
color vision,1
optical radiometry,1
color perception,1
linguistic semiotics,1
linear systems,1
feedback control systems (engineering),1
communities,1
corporate culture,1
psychologie mathématique,1
combinatoire,1
linguística computacional,1
stepsisters,1
american children's stories,1
stare decisis,1
forensic orations,1
statutes,1
dynamische modellierung,1
pneumatischer muskel,1
philosophy-mind & body,1
populärwissenschaftliche darstellung,1
theft,1
theft -- fiction,1
thieves -- fiction,1
action and adventure fiction,1
comedy,1
structuralism (literary analysis),1
plant performance,1
display devices,1
navigation,1
maatschappij,1
71.43 technology and society,1
empathy,1
blood-vessels,1
programmation automatique,1
q335 .m368 2019,1
verhalten,1
novels,1
psychological aspects of discourse analysis,1
depression,1
mental,1
optimum,1
optimaliseren,1
flight management systems,1
study guides,1
plans,1
other programming languages,1
analyse sequentielle,1
education et informatique,1
enseignement géré par ordinateur,1
büroorganisation,1
individuum,1
vision des couleurs,1
radiométrie optique,1
plnlp (computer program language),1
dialogues,1
defeasible reasoning,1
communications systems,1
program trading (securities),1
psat (educational test),1
user-generated content,1
decision logic tables,1
traitement numérique de l'image,1
neuromorphics,1
secret service,1
continuum mechanics and mechanics of materials,1
congresses and conventions,1
spintronics quantum information technology,1
reference books,1
image processing (see also photography,1
digital),1
imagination,1
visual texture recognition,1
mathematics & science,1
smalltalk/v (computer program language),1
smalltalk (computer program language),1
philosophy / ethics & moral philosophy,1
electricity in agriculture,1
fuzzy theorie,1
dynamisches system,1
systemes flous,1
events (philosophy),1
proposition (logic),1
facts (philosophy),1
germanic languages,1
environmental science,1
engineering & technology,1
environment,1
measure and integration,1
society 5.0.,1
industrie manufacturière,1
transhumanisme,1
agriculture and state,1
architecture logicielle guidée par modèle,1
dreams,1
memorials,1
communications engineering,1
journalismus,1
servomechanisms,1
savoir et érudition,1
centrales énergétiques,1
génie mécanique,1
computers / data modeling & design,1
sécurité informatique,1
personalisierung,1
malware (computer software),1
regional economics,1
economic,1
computers / management information systems,1
watershed management,1
bassins hydrographiques,1
electric power supplies to apparatus,1
alimentation en énergie électrique,1
économies d'énergie,1
power-plants,1
énergies renouvelables,1
kongress 2009,1
kollaborative filterung,1
business & economics / economics / comparative,1
experiential learning,1
wireless communication systems in medical care,1
technologie médicale,1
transmission sans fil dans les services de santé,1
health & fitness / health care issues,1
inverse problems (differential equations),1
criminal liability,1
criminal provisions,1
electronic toys,1
transcendence (philosophy),1
applied and technical physics,1
goal (philosophy),1
collectors and collecting,1
maths for scientists,1
physical and theoretical,1
terrorism -- fiction,1
virtual reality -- fiction,1
terrorisme -- romans,1
réalité virtuelle -- romans,1
translators,1
cortex cérébral,1
multi-agent systems,1
parametic regression,1
programmation orientée objet (informatique),1
computers / computer animation,1
economic history,1
trade routes,1
east and west,1
diplomatic relations,1
commutation de paquets,1
qa76 .w58 1987,1
science: general issues,1
history / asia / china,1
microcomputer maintenance and repair (general),1
analyse de régression,1
data analysis,1
high-dimensional data,1
autonomer agent,1
agent mobile,1
hospital information systems,1
theater -- azerbaijan -- history,1
azerbaijani fiction,1
foreign words and phrases,1
azerbaijani language,1
mathematik,1
marxist criticism,1
critique marxiste,1
education / higher,1
education / philosophy & social aspects,1
occam (langage de programmation),1
statistique bayésienne,1
linguistique mathématique,1
hospital communication systems,1
induction (logique),1
inférence (logique),1
halo (imaginary place),1
bf408 .b55 2004,1
153.3/5,1
real estate investment,1
mortgages,1
capitalism and education,1
dysfunctional families,1
informatique autonome,1
grilles informatiques,1
systemes adaptatifs (informatique),1
systemes auto-organises,1
abstracting,1
numerical and computational methods,1
inference. 0,1
sheet-metal work,1
evoked potentials (electrophysiology),1
romania,1
agile software development,1
heuristic algorithms,1
selbsteinstellendes system,1
mikromechanik,1
technisches system,1
expérience,1
memory (psychological concept),1
imaginary places,1
extraterrestrial bases,1
nyt:young-adult-hardcover=2016-11-06,1
scalir (information retrieval system),1
philosophy / logic,1
internet languages,1
acoustic & sound engineering,1
terminator (motion picture),1
terminator 2 (motion picture),1
philosophy in motion pictures,1
terminator 3 (motion picture),1
divorced men,1
divorced people,1
ingenieurwissenschaften,1
aerospace technology and astronautics,1
surfaces (technology),1
deaf,1
means of communication,1
health & safety aspects of it,1
wave mechanics (vibration & acoustics),1
acoustics & sound,1
psychology: emotions,1
anapher (syntax),1
stadtplanung,1
geoinformatik,1
molecular electronics,1
dna replication,1
molecular models,1
directed molecular evolution,1
macromolecular substances,1
reconstruction image,1
segmentation image,1
development psychology,1
questioning,1
systèmes de questions et réponses,1
interrogation,1
frage,1
anapher <syntax>,1
analyse image,1
texture,1
image 3d,1
transformée fourier,1
traitement image,1
pixel,1
détection contour,1
acquisition image,1
regelungssystem,1
point defects,1
lattice dynamics,1
continuum mechanics,1
anaphora (linguistics),1
industrial application,1
model predictive control,1
robustness,1
career & trade -> computer science -> data transmission systems,1
sci12042,1
sci14045,1
sci14037,1
7025,1
5481,1
5747,1
22726,1
beehive,1
linux,1
distribution (théorie des probabilités),1
optimisation combinatoire,1
computer communications & networking,1
personal computers,1
microcomputer networks,1
portable computers,1
abstraktion,1
especificacʹao de programas e sistemas (congressos),1
dwellings,1
kommunikationsprotokoll,1
universalsprache,1
vérification,1
linux (computer operating system),1
routing protocols (computer network protocols),1
interval analysis (mathematics),1
phraseology,1
hownet (computer file),1
multilingualism,1
formulierung,1
constraint-erfullung,1
korrektur,1
inteligencia artificial (congressos),1
field theory (linguistics),1
gewichteter automat,1
industrial procurement,1
marketing research,1
engineering systems,1
electronic and computer engineering,1
quantum optics,1
robot camera,1
modèle mathématique,1
neuronenverschaltung,1
neurones,1
ordinateur neuronal,1
congrès comme sujet,1
conduction nerveuse,1
simulatie,1
modèle neurologique,1
environmental chemistry,1
netzwerk,1
synchronisierung,1
nichtlineare dynamik,1
nonlinear mechanics,1
analogie (philosophie),1
simulatiemodellen,1
neural conduction,1
22727,1
armor,1
études de cas,1
réseaux de capteurs sans fil,1
ondelettes,1
computer simulaion,1
sciences de l'information,1
science / chemistry / analytic,1
verteilte kunstliche intelligenz,1
cogeneration of electric power and heat,1
solid oxide fuel cells,1
fuel cells,1
vision artificielle,1
application biomédicale,1
électronique en médecine,1
audio-visual materials,1
military administration,1
systèmes d'information géographique,1
group work in research,1
virtual work teams,1
library & information science,1
handheld devices,1
radio broadcasting,1
radio cognitive,1
technologie de protection de l'environnement,1
aerospace industries,1
technology & engineering / electronics / digital,1
shared virtual environments,1
technology & engineering / automation,1
business & economics / personal success,1
mobile telekommunikation,1
rfid,1
telemanipulator,1
kamera,1
remote access,1
user generated content,1
site design,1
silverlight (electronic resource),1
galois theory,1
water-supply engineering,1
américaines d'origine égyptienne,1
participant observation,1
artificial intelligency,1
voronoi-diagramm,1
geometrieverarbeitung,1
voronoi polygons,1
algorithmische geometrie,1
tanks,1
facility management,1
outliers (statistics),1
data editing,1
electric controllers,1
ego,1
technologie informatique adaptée,1
moi (psychologie),1
egyptian american women,1
serviceorientierte architektur,1
service life (engineering),1
entretien,1
durée de vie (ingénierie),1
équipement,1
entretien et réparations,1
surveillance,1
durability,1
computer applications in earth sciences,1
anthroposophy,1
electronic mail systems,1
nanostructures,1
scanning probe microscopy,1
mechanical movements,1
dynamics of machinery,1
kinematics of machinery,1
computers-computer vision,1
medical-immunology,1
crops,1
postharvest technology,1
physique nucléaire,1
génie nucléaire,1
visual computing,1
barrierefreiheit,1
modelltheorie,1
begripsvorming,1
psicologia do desenvolvimento,1
civil,1
maintenance,1
systèmes de télécommunications,1
musique par ordinateur,1
biologically inspired computing,1
automotive computers,1
21st century,1
brownian movements,1
statistical physics,1
algorithms & procedures,1
evolutionary programming (comp,1
typology (psychology),1
psychophysik,1
polynomials,1
c++ (programming language),1
concurrent processing,1
virtual memory systems,1
ada (programming language),1
lisp (programming language),1
industrial chemistry & manufacturing technologies,1
computer integrated manufactur,1
reconnaissance automatique de la parole,1
observations,1
museum techniques,1
museum exhibits,1
museum administration & museology,1
tours,1
business & economics / production & operations management,1
art / assemblage art,1
objekterkennung,1
pose,1
telematique,1
dienstverwaltung,1
telekommunikationsnetz,1
reseau d'ordinateurs,1
dienstgute,1
systeme de communication,1
abduction,1
common sense reasoning,1
formal inference,1
formal phylosophy,1
formal reasoning,1
many-valued logic,1
hard sci-fi,1
biological evaluation,1
digitale spaltung,1
überwindung,1
exploration de donnees,1
bases de donnees,1
gestion des bases de donnees,1
exploration de donnees (informatique),1
gene expression regulation,1
ai-logics,1
nuclear engineering (general),1
discrimination,1
comparative government,1
reproductive technology,1
kausales denken,1
taalinzicht,1
kausalsatz,1
friendship in fiction,1
logique algebrique,1
termersetzungssystem,1
programming languages - general,1
commonsense,1
c.,1
industrial applications of scientific research & technological innovation,1
nuclear power & engineering,1
engineering - nuclear,1
700=aacr2,1
partial differential equations,1
mathematics for scientists & engineers,1
earth sciences - general,1
partia,1
partial,1
points of interest,1
wiskundige logica,1
art / digital & video,1
autonomous weapons systems (international law),1
relations internationales,1
natural language generation (computer science),1
traitement du signal,1
digital imaging,1
energy,1
q335 .d73x 1986b,1
business & economics / development / economic development,1
world wide web in fiction,1
teenagers with visual disabilities in fiction,1
artificial implants in fiction,1
teenage girls in fiction,1
systèmes conversationnels (informatique),1
motivation,1
pendulum,1
computers / information theory,1
cyberspace operations (military science),1
technology / military science,1
business & economics / international / accounting,1
business & economics / auditing,1
philosophy and aesthetics,1
music and technology,1
technology / automation,1
artificial intelligence [mesh],1
q335 .h38 1985,1
001.53/5,1
corporate governance,1
logistique (organisation),1
gouvernement d'entreprise,1
government & business,1
property,1
national security in fiction,1
administrative agencies in fiction,1
gas industry,1
technology / general,1
technology / petroleum,1
computer architectures,1
formal systems,1
mind,1
data loggers,1
warehouses,1
plant layout,1
computation laboratories,1
data processing service centers,1
centres de traitement de l'information,1
entrepôts,1
manutention,1
industries culturelles,1
collective memory,1
history / general,1
history / study & teaching,1
petroleum industry and trade,1
prediction of,1
text processing (computer science,1
datalog in academia and industry,1
criminal behavior,1
aspect démographique,1
éducation et guerre,1
business & economics / real estate,1
political science / public affairs & administration,1
